Try the new events page,,,,,
,Gen AI Hackathon: Compound AI Systems,6 September,6 September,"San Francisco, CA",https://lu.ma/i1x6rwe3
August,Mega Chess SF Hackathon: Train AI Chess Bots on GPUs,30 August,31 August,"San Francisco, CA",https://lu.ma/56gwityi?source=cerebralvalley
,Develop the Future â€“ Meta & AWS Hackathon for XR & GenAI,27 August,29 August,"Palo Alto, CA",https://pages.awscloud.com/GLOBAL-event-T3-meta-and-aws-presence-platform-hackathon-2024-reg-event.html
,Open-Source Agent Hackathon by Andrew Ng & DeepLearning.AI,24 August,24 August,"San Francisco, CA",https://app.agihouse.org/events/open-source-agent-hackathon-20240824
,Democratize Intelligence: SWE-Bench Hackathon,17 August,23 August,"San Francisco, CA",https://lu.ma/eye2ec18
,NEXA AI: Super AI Agent Hackathon,10 August,10 August,Remote,https://www.nexa4ai.com/hackathon
,Segment Anything 2 Hackathon,3 August,3 August,"San Francisco, CA",https://partiful.com/e/gXVKFvgtCGuBW1ybzSSM
,Frame Launch Hackathon,3 August,3 August,"San Francisco, CA",https://lu.ma/q4slo4g7
July,AI Wearables Hackathon,27 July,28 July,"San Francisco, CA",https://partiful.com/e/AzVSvX4VB2cwWs52I0FW
,GPT-4o Voice Hackathon hosted by Catalyst Society & Design Buddies,27 July,28 July,"San Francisco, CA",https://lu.ma/gpt4o
,SupaHero AI Hackathon,26 July,28 July,"San Francisco, CA",https://lu.ma/3sjrxbfn
,Multi-Agent Hackathon,13 July,13 July,"San Francisco, CA",https://agihouse-app.web.app/events/multi-agent-hackathon
,Society of Agents Hackathon,13 July,13 July,"Menlo Park, CA",https://lu.ma/0m9qby4j
,Hardcore CUDA Hackathon,13 July,13 July,"San Francisco, CA",https://partiful.com/e/fxMwOW9dtCCWoEPyyTIf
,Hacker House Hackathon - Berkeley,12 July,14 July,"Berkeley, CA",https://partiful.com/e/qqx0mqPHDA224OTOM1uU
June,"GPU Chess Hackathon: Grandmasters arenâ€™t born, theyâ€™re trained",29 June,30 June,"San Francisco, CA",https://lu.ma/blw9mmad
,Generative AI Hackathon - AI Agent and RAG,29 June,29 June,"San Francisco, CA",https://www.aicamp.ai/event/eventdetails/W2024062909
,Hacking for Clean Energy,28 June,29 June,"San Francisco, CA",https://lu.ma/eoi69aaw
,Voice AI Agents Hackathon,28 June,28 June,"San Francisco, CA",https://lu.ma/crui7cfu
,"GenLab x AI Engineer World's Fair Hackathon: Amplifying Humans - Engineering & Agency; $10,000 Cash Prizes",24 June,24 June,"San Francisco, CA",https://lu.ma/genlabxaiengineer?utm_source=se-cerebralvalley
,UC Berkeley AI Hackathon,22 June,23 June,"Berkley, CA",https://ai.hackberkeley.org/
,AI21 Jamba Hackathon,22 June,22 June,"San Francisco, CA",https://agihouse-app.web.app/events/ai21-jamba-hackathon
,"MongoDB GenAI Hackathon with AWS, sponsored by Unstructured.io",14 June,14 June,"Mountain View, CA",https://lu.ma/MongoDB-GenAI-Mountain-View
,dAGI House hackathon,11 June,2 July,Remote,https://lu.ma/dagihouse
,Build Together: AI Hackathon,7 June,9 June,"San Francisco, CA",https://lu.ma/qp0t420z
,HACKAITHON: Building AI Agents,4 June,5 June,"San Francisco, CA",https://www.hackaithon.ai/
,Gen AI Hackathon for Building RAG Applications and Fine-tuning,1 June,2 June,"San Francisco, CA",https://www.aicamp.ai/event/eventdetails/W2024060109
May,Developer Week AI/ML Hackathon,22 May,22 May,"San Francisco, CA",https://www.eventbrite.com/e/developerweek-aiml-2024-hackathon-sponsored-by-aws-registration-851153983477
,Useful AI Agents Hackathon,18 May,18 May,"San Francisco, CA",https://lu.ma/usefulagents
,Meta Llama 3 Hackathon,11 May,12 May,"San Francisco, CA",https://partiful.com/e/p5bNF0WkDd1n7JYs3m0A
,"Build with AI 2024 (Vancouver, London, & Virtual Hackathon)",10 May,12 May,Remote,https://lu.ma/build24
,National Security Hackathon,4 May,5 May,"San Francisco, CA",https://partiful.com/e/KFHCM5eIdT2U8TiTNDPm
,Agent Hackathon @ AGI House,4 May,4 May,"San Francisco, CA",https://partiful.com/e/KaiZUpQEKTK8nGqkucv8
,AI for Thought Hackathon,4 May,4 May,"San Francisco, CA",https://partiful.com/e/gZxq1PJ9mTFWpcr67mgl
April,Build with AI - Generative AI Hackathon,27 April,27 April,"San Francisco, CA",https://www.aicamp.ai/event/eventdetails/W2024042709
,Bio x AI Hackathon @ AGI House,27 April,27 April,"San Francisco, CA",https://partiful.com/e/ZOAp8xKdtNmgdZtyrtpR
,Agent Hackathon: Building Cognition-as-a-Service,20 April,21 April,"San Francisco, CA",https://partiful.com/e/7RhCvOOFbquT6Ps8iky5
,Gemini Pro 1.5 API Hackathon @ AGI House,20 April,20 April,"San Francisco, CA",https://partiful.com/e/heK3M2NVmDJ9XX7YjIHd
,MongoDB GenAI Hackathon,20 April,20 April,"San Francisco, CA",https://lu.ma/MongoDB-GenAI-SF
,Wiki x AI Hackathon,15 April,15 April,"San Francisco, CA",https://lu.ma/k84uw71w
,AI Wonderland Hackathon @ AGI House,13 April,13 April,"San Francisco, CA",https://partiful.com/e/0mqC1PzvesDvBw1gFyrj
,Realtime Voice AI and Multimodal Hackathon,13 April,13 April,"San Francisco, CA",https://partiful.com/e/VJPFposDqQg2eCqHuL38
,AI Hackathon: Build the World You Want to See,7 April,7 April,"San Francisco, CA",https://lu.ma/aihack
,LLM x Law Hackathon @Stanford #3,7 April,7 April,"Stanford, CA",https://partiful.com/e/NsYXeDR8YUiR7pJS2FEY
,Gen AI x Aerospace Hackathon @ AGI House ft. Sora,6 April,6 April,"San Francisco, CA",https://partiful.com/e/EIsC72XHPqyxg2Ql1M53
,Poe Hackathon,6 April,6 April,"San Francisco, CA",https://partiful.com/e/5e04bH25WI0Vkx7XwZMj
,BCI Hackathon with Neurosity,6 April,6 April,"San Francisco, CA",https://partiful.com/e/097ae86HLX3WerjbDpSn
,"Memory Hackathon with New Computer, Anthropic, MongoDB and LangChain",6 April,6 April,"San Francisco, CA",https://lu.ma/taa6ijxt
March,Mistral AI SF Hackathon,23 March,24 March,"San Francisco, CA",https://partiful.com/e/Zk9c9HVsmtsGDVLCqSw3?
,GenLab Hack III - AI Agents & Fintech,16 March,17 March,"San Francisco, CA",https://lu.ma/genlab3
,Coatue Gen AI x Enterprise Hackathon @ AGI House,16 March,16 March,"San Francisco, CA",https://partiful.com/e/kEQfMgxPaDKJXgFNT6n5
,DreamXR ,14 March,16 March,"San Francisco, CA",https://dreamxr.co/
,AI Accelerated Learning Hackathon,9 March,10 March,"San Francisco, CA",https://partiful.com/e/RRVQ83WjLuFuz9aMx1mN?
,Openhome AI Voice Experiences Hackathon,2 March,2 March,"San Francisco, CA",https://partiful.com/e/aMZ0zLUyS4CI1Uz7Cv78
,AI Startup Hackathon,2 March,2 March,"San Francisco, CA",https://lu.ma/va2hgeeb
February,Bluesky AI Hackathon,25 February,25 February,"San Francisco, CA",https://partiful.com/e/AiscT5PsNTIrxNq58M5q
,AI in Motion: Lab Automation 24hr Hardware Hack,24 February,25 February,"San Francisco, CA",https://lu.ma/lab-auto-hack-0224
,OSS Hackathon: Functional Calling + RAG Hackathon,24 February,24 February,"San Francisco, CA",https://partiful.com/e/e3arTNNboImbIKdgQjHs
,Hardcore Hackathon,24 February,24 February,"San Francisco, CA",https://partiful.com/e/fwlokaFbQIAo1O75prau
,El Segundo Defense Tech Hackathon,17 February,18 February,"El Segundo, CA",https://lu.ma/defense2
,SF Public Data Hackathon,17 February,17 February,"San Francisco, CA",https://lu.ma/7mttq76t
,GPT Hackathon,10 February,10 February,"San Francisco, CA",https://lu.ma/f5bo1xqu
,LlamaIndex RAG Hackathon,2 February,4 February,"Santa Clara, CA",https://rag-a-thon.devpost.com/
January,GPT Store Hackathon By AgentOps.ai and Staf.ai,27 January,28 January,Remote,https://partiful.com/e/2b2K8hr5GK57cSFPnUUE
,LLM & Vector Search Hackathon @ AGI House,27 January,27 January,"San Francisco, CA",https://partiful.com/e/FiSdgG2vIKCCp2PW0g36
,FinTech AI Hackathon,26 January,28 January,"San Francisco, CA",https://partiful.com/e/9rMhnEquFKYalkSD8lWN
,Generative UI Hackathon @ AGI House + Coframe,20 January,20 January,"San Francisco, CA",https://partiful.com/e/1antxX3cgLArJFGRNKg4
,Hackathon for Peace,20 January,20 January,Remote,https://kyroz.devpost.com/
,Results > Resolutions: 2024 Showcase,19 January,19 January,"San Francisco, CA",https://lu.ma/2024results
,26 January,13 January,13 January,"San Francisco, CA",https://partiful.com/e/AlntdLtxh9Jh1J6Pcsma
,NeurIPS Applied AI Research Hackathon,13 January,13 January,"San Francisco, CA",https://partiful.com/e/LFJvnbSBnadT65ImGR08
2024,,,,,
December,AI Supply Chain Hackathon,7 December,8 December,Remote,https://www.eventbrite.com/e/ai-supply-chain-hackathon-tickets-755921390227?ref=cerebralvalley
,Advent of GenAI Hackathon,5 December,11 December,Remote,https://adventofgenai.com/
,HACK{H}ERS,3 December,3 December,"Hillsborough, CA",https://www.hackhers.ai/
,"AI for Thought Hackathon ft. notion, roam & more!",2 December,2 December,"San Francisco, CA",https://partiful.com/e/CVnyIG9KtDXVyBmmGvcI
,Hacktopia,2 December,2 December,"San Francisco, CA",https://www.hacktopia.xyz/
November,"Cerebral Valley's DevDay x MultiOn API 
Hackathon",18 November,19 November,"San Francisco, CA",https://partiful.com/e/fjFRh3jZiiKaMYLdsK5i?ref=cerebralvalley
,MoaR LLM Hackathon @ AGI House,18 November,18 November,"San Francisco, CA",https://partiful.com/e/RRemJjBuI9ij8ws0BN7b
,AI and Misinformation Hackathon,15 November,16 November,"San Francisco, CA",https://lu.ma/misinformationinaiBuildWeek
,GenLab Hackathon II,15 November,16 November,"San Francisco, CA",https://partiful.com/e/oAItmC3Mf6mPcldhVkdt
,Researchers x Builders Hackathon,11 November,11 November,"San Francisco, CA",https://partiful.com/e/fc9twAfSHc7UgLQX2ouy
,Emergency OpenAI Hackathon,10 November,12 November,Remote,https://partiful.com/e/hQJuOLKTyefNsLzfPybC
,Emergency GPT Builders Hackathon,8 November,9 November,"San Francisco, CA",https://partiful.com/e/ccbe5YFUSytVsqjUAH6s
,H2O Open Source GenAI World Conference,7 November,7 November,"San Francisco, CA",https://h2o.ai/events/generative-ai-summit/
,Accelerate SF hackathon,4 November,5 November,"San Francisco, CA",https://partiful.com/e/2PV6s6eSV4ilZvIy8DBN
,Poe Hackathon @AGI House,4 November,4 November,"San Francisco, CA",https://partiful.com/e/MZBOONqkgUky4jMhO3nF
,"SF AI Hackathon - Hosted by MongoDB | Anthropic, 
LangChain, LlamaIndex & Together AI",4 November,4 November,"San Francisco, CA",https://lu.ma/SFAIHackathon_MDB
,DevBots: Robotics Software Hackathon,3 November,3 November,"San Francisco, CA",https://lu.ma/qxc4tlid
October,Hack'o Latern - Immersive Hackathon Experience,27 October,28 October,"San Francisco, CA",https://partiful.com/e/fblkwk53dud0fTpvD7wh
,Cal Hacks 10.0,27 October,29 October,"San Francisco, CA",https://www.calhacks.io/
,Dreamscape @ AGI House,21 October,21 October,"San Francisco, CA",https://partiful.com/e/Vosh25ITc7wTuI2LRrgn
,TEDAI Multimodal Hackathon (23 Labs),14 October,15 October,"San Francisco, CA",https://partiful.com/e/d1o6vJU7IrYvNvGoKK0s
,TEDAI For Good Hackathon,14 October,15 October,"San Francisco, CA",https://www.ai-event.ted.com/hackathon
,LLM Agents Hackathon @AGI House,14 October,14 October,"San Francisco, CA",https://partiful.com/e/YI5dqycxq2o87Dx2Bn2o
,"Beat, Build, Break",7 October,8 October,"San Francisco, CA",https://b3hack.agpt.co/
,"Build, Test & Launch your LLM apps@ AGI House",7 October,7 October,"San Francisco, CA",https://partiful.com/e/QKjcXJOCb2IHiuAVX9L6
,Reimagine SF Hackathon,2 October,2 October,"San Francisco, CA",https://www.mitcnc.org/events/reimagine-sf-hackathon-w-mit-alum-sf-council-member/
,life - upgrade hackathon,1 October,1 October,"San Francisco, CA",https://lu.ma/life_upgrade_hackathon
September,ai in motion 24hr hack,30 September,1 October,"San Francisco, CA",https://lu.ma/0930-ai-in-motion-hack
,LLM x Law Hackathon #2,23 September,23 September,"Stanford, CA",https://partiful.com/e/xlVcg6ApMYiun8yt4pTp
,AutoGPT Arena Hacks,22 September,12 October,Remote,https://lablab.ai/event/autogpt-arena-hacks
,Next Gen AI Hackathon,22 September,23 September,"San Francisco, CA",https://nextgen.samsungnext.com/
,Intel's AI Innovation Bridge Hackathon,19 September,20 September,"San Jose, CA",https://community.intel.com/t5/Blogs/Tech-Innovation/Artificial-Intelligence-AI/Intel-s-AI-Innovation-Bridge-Inspiring-AI-Startups-at-Hackathon/post/1511846
,AI Arts & Crafts Hackathon,17 Septebmer,17 September,"San Francisco, CA",https://partiful.com/e/ac7NHwQ8ZLVIrkSHoVLP
,UX/AI Hackathon,16 September,16 September,"San Francisco, CA",https://partiful.com/e/fIzwUnr9q75pxmcpmLwE
,Launch Your Own LLM Hackathon,16 September,16 September,"San Francisco, CA",https://partiful.com/e/DsCl5GlZHk86ZkCQopGx
,FlowGPT Prompt Hackathon Season 3,15 September,14 October,Remote,https://flowgpt.com/hackathon
,CodeGen Hackathon,9 September,9 September,"San Francisco, CA",https://partiful.com/e/b7T0YeH6HNkUn8PQictF
,GenLab Hackathon,9 September,9 September,"San Francisco, CA",https://partiful.com/e/X3oBgkHrckh60Vjo9Kg3
,Entrepreneur First's AI Hackathon,7 September,8 September,"San Francisco, CA",https://lu.ma/e7wfwqoq?utm_source=cv
,Generative AI Hackathon,6 September,25 September,Remote,https://peerlist.io/hackathon
August,SF Hackathon for Creator Apps,31 August,31 August,"San Francisco, CA",https://www.eventbrite.com/e/sf-hackathon-for-creator-apps-tickets-686071146267
,ArenaX,22 August,25 August,"San Francisco, CA",https://arenax.f.inc/
,"Custom LLM Hackathon (Llama 2, Poe)",13 August,13 August,"San Francisco, CA",https://partiful.com/e/hF7URA6wbLfNlYbsz9UK
,Redpoint Imagine Hackathon @ AGI House,12 August,12 August,"Hillsborough, CA",https://partiful.com/e/6EysR58EnhyDGXX57uao
,Outside LLMs,4 August,6 August,"San Francisco, CA",https://www.outsidellms.com/
,AI Knowledge Mapping Hackathon,1 August,1 August,"San Francisco, CA",https://www.eventbrite.com/e/ai-knowledge-mapping-hackathon-tickets-654194642787
July,Anthropic Claude 2 Hackathon,29 July,30 July,"San Francisco, CA",https://cerebralvalley.ai/claude2
,Endless AI Summer Hackathon,29 July,29 July,"San Francisco, CA",https://partiful.com/e/MPUsKQK8iGn6y3kX5aDN
,ElevenLabs AI Hackathon,28 July,28 July,Remote,https://lablab.ai/event/eleven-labs-ai-hackathon
,WING Autonomous Apps Hackathon @ AGI House,22 July,22 July,"San Francisco, CA",https://partiful.com/e/uYzDzXUstD8D8kvuA8Zl
,Scale AI Hackathon,15 July,15 July,"San Francisco, CA",https://scale-ai.typeform.com/hackathon?typeform-source=t.co
June,ABC LLM Hackathon + Pitchathon,25 June,25 June,"Menlo Park, CA",https://lu.ma/hackathon-6-25
,MULTIÂ·ON Autonomous Agent hackathon,24 June,24 June,"Hillsborough, CA",https://partiful.com/e/I4oVKOY4DXEG5Bn9U61h
,"Generative AI Hackathon: Revolutionize the Future of Work & Biz
",23 June,25 June,"Mountain View, CA",https://www.meetup.com/genai-meetup-group/events/293455279/
,UC Berkeley AI Hackathon,17 June,18 June,"Berkeley, CA",https://ai.calhacks.io/
,Replit Extensions Hackathon,17 June,17 June,"San Francisco, CA",https://lu.ma/replit-extensions
,HackAI: May the AI be with you,16 June,18 June,"San Mateo, CA",https://lu.ma/HackAISiliconValley
,LLM Stack Hackathon  ,3 June,3 June,"San Francisco, CA",https://lu.ma/n4jk6i7j
,AI x Product Hackathon,3 June,4 June,"San Francisco, CA",https://www.eventbrite.ie/e/ai-x-product-hackathon-tickets-616404240677
May,ðŸ¤– Cerebral Valley ðŸ¤–  Climate AI Hackathon,27 May,28 May,"San Francisco, CA",https://cerebralvalley.ai/aixclimate
,LLM x Law Hackathon @Stanford,20 May,20 May,"Stanford, CA",https://partiful.com/e/1nDOMFuKL7CvXhjJUb7v
,"ImageGen Hackathon: Control Net, SAM, LoRA, etc",20 May,20 May,"Hillsborough, CA",https://partiful.com/e/Yck33AAgJapmQuIY438X
,AI Hackathon for Educators,20 May,20 May,"Oakland, CA",https://www.aixedu.org/
,Hackaithon,16 May,18 May,"San Francisco, CA",https://www.hackaithon.ai/
,AI SF Hackathon,15 May,17 May,"San Francisco, CA",https://lu.ma/aisf-hack
,Anything but wrappers hackathon,6 May,7 May,"San Francisco, CA",https://www.anythingbutwrappers.com/
April,SynBio Game Jam,29 April,6 May,"San Francisco, CA",https://partiful.com/e/YHby5hMwizpphA9l52Rk
,AgentList - Agent Hackathon @ AngelList,22 April,22 April,"San Francisco, CA",https://partiful.com/e/SVu0861FpLxet1dTRwF2
,AI for Good Hackathon,21 April,22 April,"Los Angeles, CA",https://partiful.com/e/xHTbypFen6T1Nf9XtrRJ
,LabLab.ai AI21 Labs Hackathon #2,21 April,28 April,Remote,https://lablab.ai/event/ai21-labs-hackathon-2
,Ben's Bites + Every: AI Hackathon,18 April,20 April,Remote,https://partiful.com/e/0fN9ALmaWtArEtxvEWN9
,LabLab.ai Stable Diffusion AI Hackathon,14 April,21 April,Remote,https://lablab.ai/event/stable-diffusion-ai-hackathon
,ðŸ¤– Cerebral Valley ðŸ¤– GPT Plugins Hackathon,15 April,16 April,"San Francisco, CA",https://partiful.com/e/PrySgTWjNDQi62CePCjq
,ChatGPT Plugins Hackathon,8 April,9 April,"San Francisco, CA",https://partiful.com/e/qIijziR8jhrGFYeZ7eF8
March,AI for Good Hackathon ,25 March,26 March,"San Francisco, CA",https://partiful.com/e/9ft7v8NYnFin5BL3p9Ar
,LabLab.ai Build your AI Startup Hackathon Ep. 2,24 March,31 March,Remote,https://lablab.ai/event/ai-startup-hackathon-episode-2
,AI Games Hackathon & Demos,23 March,23 March,"San Francisco, CA",eventbrite.com/e/ai-games-hackathon-and-meetup-fdotinc-tickets-556228152377
,Foundation Capital AI Hackathon,22 March,22 March,"San Francisco, CA",https://lu.ma/tl3zs5x2
,LabLab.ai ChatGPT API & Whisper API Hackathon,17 March,19 March,Remote,https://lablab.ai/event/chatgpt-api-and-whisper-api-global-hackathon
,Build with BerriAI - Hackathon,11 March,11 March,"San Francisco, CA",https://lu.ma/i27b3fyn
,LabLab.ai Salz21 AI Hackathon,10 March,14 March,Remote,https://lablab.ai/event/salz21-ai-hackathon
,ChatGPT Hack Sunday,5 March,5 March,"San Francisco, CA",https://partiful.com/e/Uy25QfsigTVPudTLlhwS
February,Founders AGI Hackathon Series - Langchain & Gen AI,25 February,25 February,"San Francisco, CA",https://partiful.com/e/AhPNLDePFYnD3atStiIQ
,Berry with BerriAI - Hackathon,25 February,25 February,"San Francisco, CA",https://lu.ma/qs9ujmmm
,LabLab.ai OpenAI Stack Hack,24 February,3 March,Remote,https://lablab.ai/event/openai-hackathon
,TreeHacks 2023,17 February,19 February,"Palo Alto, CA",https://www.treehacks.com/
,"Founders, Inc. x Leap - AI Hack Challenge 2023",17 February,19 February,Remote,https://hack.leapml.dev/
,SF AI Hackathon,15 February,18 February,"San Francisco, CA",https://docs.google.com/forms/d/e/1FAIpQLSdw0vZxUyj-YIWdfOuNScW-a_NM4tX8Bwfe1J3PJ-Bb3wZkjA/viewform
,Amsterdam AI Hackathon,10 February,11 February,"Marineterrein, Amsterdam",https://hackathon.amsterdam/
,WorldWide AI Hackathon,1 February,1 September,Remote,https://wowdao.ai/register/ai-professional.html?utm_source=DAO&utm_medium=fromwowai&utm_campaign=socialpost
January,Miami Hack Week AI House,29 January,4 February,"Miami, FL",https://www.miamihackweek.com/hacker-houses/the-ai-house
,LabLab.ai Cohere Hackathon,27 January,3 February,Remote,https://lablab.ai/event/cohere-hackathon
,Data Centric AI Competition,23 January,13 March,Remote,https://machinehack.com/tournaments/data_centric_ai_competition_2023
,MIT Generative AI Hackathon,21 January,27 January,"Cambridge, MA",https://www.vana.com/mit-iap-competition
,Scale AI Hackathon,21 January,21 January,"San Francisco, CA",https://7v96jeqxhgx.typeform.com/LLMhackathonapp?typeform-source=t.co
,Mechanistic Interpretability Hackathon,20 January,22 January,Remote,https://itch.io/jam/mechint
,LabLab.ai AI21 Labs Hackathon,13 January,20 January,Remote,https://lablab.ai/event/ai21-labs-hackathon